train/loss,train/x_mse,train/xi_sup,train/pair_intra,train/xi_gt_max,train/pred_mean,train/gt_mean,train/Pred Scale,train/GT Scale,train/seg_down_active_K,train/seg_down_occ_mean,train/seg_down_occ_max,train/seg_down_occ_min,train/seg_down_ratio,train/E_K,train/loss_K,train/loss_minlen,train/loss_maxlen,train/loss_smoothA,train/loss_overflow,train/loss_budget,train/total,train/Lk_mean,train/Lk_min,train/Lk_max,epoch,step
1310.0386962890625,850.086669921875,2569176.75,439.99859619140625,3152.822265625,3.52998685836792,-3.7126007157439744e-08,12.444466590881348,7.180402755737305,68.0,1.9558823108673096,2.995621919631958,1.3698151111602783,2.0147058963775635,70.7210693359375,0.7072106599807739,0.0012414184166118503,0.0,0.009932093322277069,14.074132919311523,5.160967826843262,19.95348358154297,1.9558823108673096,1.3698151111602783,2.995621919631958,0,0
2318.83203125,657.901611328125,50763992.0,559.5514526367188,27879.759765625,5.847747802734375,-4.152051502614995e-08,9.909929275512695,8.14773178100586,122.0,1.6967211961746216,2.036220073699951,1.0572439432144165,2.0081965923309326,145.18898010253906,1.4518897533416748,0.02052394673228264,0.0,0.009975049644708633,585.1067504882812,514.789794921875,1101.37890625,1.6967211961746216,1.0572439432144165,2.036220073699951,0,1
1395.4510498046875,652.07373046875,5414008.0,532.0103149414062,2749.12353515625,1.968143343925476,4.203523218393457e-08,8.929088592529297,8.177141189575195,121.0,1.8595041036605835,2.1562979221343994,1.2616130113601685,1.9999998807907104,130.73582458496094,1.3073582649230957,0.005450300872325897,0.0,0.010005088523030281,115.25792694091797,94.7862777709961,211.3670196533203,1.8595041036605835,1.2616130113601685,2.1562979221343994,0,2
1369.034912109375,469.4508972167969,1096349.25,508.2004699707031,2607.0380859375,-1.2864785194396973,1.1117514731040501e-07,8.290377616882324,7.700159549713135,91.0,1.7582417726516724,2.5329113006591797,1.100112795829773,2.01098895072937,104.69969177246094,1.0469969511032104,0.013639353215694427,0.0,0.009936930611729622,216.08116149902344,174.2318572998047,391.38360595703125,1.7582417726516724,1.100112795829773,2.5329113006591797,0,3
1552.3388671875,838.2672729492188,3570792.25,553.6328125,1954.93115234375,1.1725434064865112,-1.8458212025507237e-07,11.290467262268066,8.197697639465332,124.0,1.8790322542190552,2.0324974060058594,1.2900440692901611,2.0,132.4050750732422,1.3240506649017334,0.004168831743299961,0.0,0.009997903369367123,88.45514678955078,70.6452865600586,160.43865966796875,1.8790322542190552,1.2900440692901611,2.0324974060058594,0,4
1228.6019287109375,565.808837890625,94360168.0,459.7792663574219,16043.9697265625,-5.448575019836426,5.498662858371972e-08,9.117584228515625,7.648608207702637,92.0,1.8260869979858398,2.009072780609131,1.176869511604309,2.0108695030212402,101.77130889892578,1.0177130699157715,0.008084640838205814,0.0,0.009945652447640896,116.02092742919922,85.95716857910156,203.0138397216797,1.8260869979858398,1.176869511604309,2.009072780609131,0,5
1596.388671875,903.1626586914062,50243156.0,567.9078369140625,24381.00390625,2.2239737510681152,1.0645666748132498e-07,13.69426155090332,8.597123146057129,107.0,1.8878504037857056,2.9920523166656494,1.2890344858169556,2.009345769882202,114.59325408935547,1.1459325551986694,0.003973559010773897,0.0,0.009951517917215824,73.8440170288086,50.31425476074219,125.31813049316406,1.8878504037857056,1.2890344858169556,2.9920523166656494,0,6
1121.47412109375,490.11956787109375,1977637.0,618.7784423828125,2945.44775390625,1.4571670293807983,3.064013753828476e-07,6.856452941894531,8.96593952178955,124.0,1.9838708639144897,2.3677244186401367,1.475168228149414,2.0080645084381104,126.00618743896484,1.2600618600845337,0.00028340789140202105,0.0,0.009960352443158627,9.037208557128906,2.2686007022857666,12.576114654541016,1.9838708639144897,1.475168228149414,2.3677244186401367,0,7
775.396240234375,449.8161315917969,5884279.5,319.1271667480469,16756.5078125,2.8590919971466064,9.247750654139963e-08,8.077013969421387,6.199428558349609,55.0,1.9818179607391357,2.9974589347839355,1.4619951248168945,1.9999998807907104,56.138755798339844,0.5613875389099121,0.0006839429843239486,0.0,0.009999577887356281,4.579172611236572,1.3016690015792847,6.4529128074646,1.9818179607391357,1.4619951248168945,2.9974589347839355,0,8
1536.8228759765625,940.4983520507812,3123144.5,582.2208251953125,4291.65087890625,5.029046058654785,-2.399180587531191e-08,12.09153938293457,8.636394500732422,106.0,1.9716981649398804,2.2584195137023926,1.4524650573730469,2.0,108.0013198852539,1.0800131559371948,0.00046574787120334804,0.0,0.010000628419220448,9.00792121887207,4.005281448364258,14.103682518005371,1.9716981649398804,1.4524650573730469,2.2584195137023926,0,9
